Clean_Text;Label
rangka sukses bijak perintah ppkm mikro jajar polres cilacap sinergi;positif
salah jabat daerah bijak bongkar pasang ksh contoh ppkm level nataru dibatalkn;negatif
lamak ang tibo rayo umat islam ang ppkm rayo islam;netral
ppkm vaksin cegah omicron gengs vaks ncovid vaks nmoderna covi;positif
jelang natal koramil karangmalang rutin patroli ppkm koramil karangmalang patroli pantau wilay;positif
ppkm level batal qodari ledak puas preside;positif
ppkm nataru batal komisi ix pdip waspada gelombang pimpin daerah panglima kendali;positif
babinsa patih wetan gencar himbuan prokes bagi masker masa ppkm;positif
muslim ppkm pokoke batas kaum muslim ppkmhanyauntukmuslim;positif
perintah bilang ppkm nataru lepas daerah neken ppkm level nataru;positif
sh kontol perintah netapin ppkm teriak perintah buat susah rakyat pp;negatif
perintah ppkm lvl jan wilayah netizen sengsara rakyat perintah ppkm lv;negatif
ops yustisi himbauan laksana ppkm level pasar wilayah camat padas;positif
ppkn ajar beda ppkm;netral
ppkm laku tindak perintah pusat serah bijak;netral
ppkm turun level rencanain pergi november tunggu;netral
rencana trip lamaaa banget kali gagal cuti;netral
coba lbp et beliau paham sisa;netral
kabar ppkm dibatalin gabakal ppkm;netral
wahhh deja vu denial gaya kebal outbreak bingung panik lockdown;negatif
ih maksud libur bdg wkwkwk ppkm gajadi;netral
lengah vaksinasi kunci tito buka rapa;positif
ribut hashtag ppkm embel sara sik ribut ppkm akal;negatif
editorial ppkm level batal ganti judul;netral
tranding tagar ppkm muslim;positif
anies lanjur teken putus ppkm level nataru wakil gubernur ariza ajar aman;positif
cabut atur terap ppkm level serentak masyarakat leluasa pergi kota;positif
bajing protes urusono urip dewe suuu so sugih kakean cangkem kene miskin isoh ur;negatif
tagar ppkmhanyauntukmuslim kecewa nataru batal ppkm ppkm;positif
ppkm level hb masyarakat disiplin prokes;positif
taii ppkm pimpin;negatif
ketua apindo hariyadi sukamdani putus perintah efektif imbang pen;positif
tagar ppkmhanyauntukmuslim batal ppkm desa epidemiolog neng ban;positif
berita omicron deteksi cikarang nataru ppkm;positif
kacau banget rumah sakit ppkm level;negatif
ppkm umat muslim sekongkol balik kuasa mudah;negatif
bego level ppkm;negatif
aman tertib yuk intip atur libur nataru ganti ppkm;positif
ppkm level batal qodari bilang mobilitas masyarakat otomatis alami lonjak ppkmlevelbatal;negatif
bos asa kemarin protes ppkm diadain dibatalin naik;negatif
gajadi ppkm gais yuk open guide wat teman teman ku;positif
kemendikbud ristek tambah alokasi kuota data internet periode ppkm nataru bantu gb gb;positif
lengah vaksinasi kunci tito buka rapa;positif
full omicron ancam ppkm level batal sisi;negatif
beda atur colok ppkm level;netral
libur ppkm;netral
mantan panglima tni sebut presiden jokowi longgar masyarakat tekan;positif
tangan kendali polri optimal posko posko ppkm tingkat desa;positif
jelang natal moeldoko klaim kece gereja dapat terap prokes;positif
libur nataru besok ppkm level ppkm nataru;positif
ppkm disway ppkmtiga;netral
gajadi ppkm level batas nataru pulang;positif
serda paridi anggota koramil ngemplak kodim sleman muspika laksana patroli protokol kesehata;negatif
anjir definisi panik level ppkm;netral
ppkm;netral
cabut atur terap ppkm level serentak masyarakat leluasa pergi;positif
polri optimal posko posko ppkm wilayah desa tangan kendali imak;positif
patroli ppkm kryd himbuan prokes pimpin iptu hasburahman polriadaptasikebiasaanbaru;positif
mobil pribadi syarat lap tular penuh syarat ppkm level laku;netral
ppkm laku batas khusus muslim ppkmhanyauntukmuslim ppkmhanyauntukmuslim;positif
puan maharani nilai kendali tingkat rendah patut timbang;positif
ubah bingung acara sehat mohon;positif
perintah ketat awas mobilitas warga terap ppkm ikut asesmen situasi;positif
ppkm;netral
kemenhub ppkm level batal juta potensi jalan;positif
update surabaya desember saran pakar ppkm nataru;positif
hadeh ribet banget kata kemarin natal ppkm muslim pali;negatif
ppkm level batal qodari respons pakai frasa sikap konservatif news;positif
bantu beras ppkm warga hasil panen tani padi grobogan;positif
ppkm level terap indonesia desember januari puas buat susah rakyat;negatif
peduli wilayah bina laksana giat patroli gabung polsek tanon rangka laksana ppkm leve;positif
dampak ppkm muslim umat raya raya ser;positif
liburrr dibatalken cenah ppkm geee;positif
takut liburann jalan gtuu ppkm level dinas mikirnya mending perlu libur makasii lan;negatif
gagal baru sumbing ppkm level sial;negatif
ribut hashtag ppkm embel sara sik ribut ppkm akal;negatif
kampung anj pulang gara-gara ppkm mulu ppkmhanyauntukmuslim;negatif
jumat desember selesai laksana giat patroli rangka laksana pp;positif
natal nataru perintah ketat terap ppkm nataru dimul;positif
ppkm laku islam membludak puasa lebaran;positif
ppkm padoru padoru;netral
yawla natal ppkm sedi banget;positif
kampung anj pulang gara-gara ppkm mulu ppkmhanyauntukmuslim;negatif
ppkm nataru jelang natal hujung gaess agenda transmatepenghubungindone;positif
ppkm nataru batal komisi ix pdip waspada gelombang pimpin daerah panglima kendali;positif
ppkm sahabat ppkmhanyauntukmuslim ppkmhanyauntukmuslim;positif
ppkm pud;netral
ppkm level tiada ganti ppkmn daks batas giat masyarakat nataru;positif
saudara saudara ppkm indonesia agama;positif
ppkmhanyauntukmuslim ppkmhanyauntukmuslim ppkm presiden mundur;negatif
mobil pribadi syarat lap tular penuh syarat ppkm level;netral
duga ppkmhanyauntukmuslim muncul diomongin jam stelah pngumuman ppkm nataru;positif
ppkm batalin;netral
ppkm sus umat islam ja milih jenis agama wajib;positif
lihat puasa lebaran ppkm ppkm fix beres ppkmhanyauntukmuslim;positif
anggota koramil sukoharjo laksana awas prokes teng warga longgar tera;positif
haloo nanya doong maksud ppkm muslim;positif
ops yustisi himbauan laksana ppkm level pasart wilayah camat padas;positif
indah ppkm kuasa jahat ppkmhanyauntukmuslim;positif
hadehhh ppkm;netral
lengah vaksinasi kunci tito buka rapa;negatif
baca kang berita tanggal ppkm batal;positif
lengah vaksinasi kunci tito buka rapa;negatif
madiun jumat berkah rangka cegah sebar pemkot madiun bpbd bagi masker nas;positif
nataru besok ppkm omicron takut elebep;negatif
nilai ppkm ppkmhanyauntukmuslim;positif
atur baru jalan daerah nataru ppkm level batal;positif
muslim agama mayoritas indonesia raya khawatir mudik menyumb;positif
perintah pusat batal rencana terap ppkm level wilayah libur natal nant;positif
ppkm level batal daerah laku batas libur nataru;positif
singkat ppkm komen sbnyk bnyknya;netral
tito revisi atur nataru tentu ppkm level;positif
tito revisi atur nataru tentu ppkm level;positif
halo hubung laku ppkm level desember layan transjakarta kor;positif
agama lage agama lage kristen ppkm setan;negatif
lord dracula takut sebar nataru ppkm negeri taikland kacauw ppkmhanyauntu;negatif
ppkm level beda lockdown;positif
proses ppkm;netral
ppkm nataru batal komisi ix pdip waspada gelombang pimpin daerah panglima kendali;positif
ppkm;netral
tagar tergoblokkkk gilir dibatalin bilang ppkmhanyauntukmuslim gilir ppkm bilang buat susah rakyat;negatif
tito revisi atur nataru tentu ppkm level;positif
kadrun bungul ogeb perintah info ppkm level berita;negatif
ppkm libur dlanjut raya agama umat muslim ppkmhanyauntukmuslim ppkmhanyauntu;positif
ppkm batas gera kaum miskin ppkmhanyauntukmuslim;positif
lihat judul maksud dibenerin lobang;netral
perintah kota pemko pekanbaru keluar surat edar nomor satgas susul laku ppkm leve;positif
ppkm;netral
maybe berita atur end tinggal milih nonton seating;netral
giat satlinmas lurah piket pagi bantu gatur lalin monitoring aman tertib terap ppk;positif
bangun tidur mandi kerja cangkruk malas malas kembang kopid pantau putus pp;negatif
ppkm muslim;netral
bangun tidur mandi kerja cangkruk malas malas kembang kopid pantau putu;negatif
ppkm dagang kudus kibar bendera putih;positif
ppkm level batal laksana parsial ppkmlevel pemprovsulut sulawesiutara;positif
aldebaran andin ppkm riwa riwi lambe;netral
mo libur nataru imlek bajing mo lebaran leb;negatif
kaya bilang ppkm level nataru batal satu bilang;positif
ppkm level kek aman coba bioskop deket rumah;positif
ppkm muslim;netral
ppkm nataru sekat ketat syarat jalan;positif
pengaruh jabat artis bukti berkump;netral
desember ppkm nataru;positif
sarana rang agama islam ppkmhanyauntukmuslim ppkmhanyauntukmuslim;positif
nataru besok aman ppkm batal gilir agama islam ppkm laku ketat;positif
bulan pindah domisili papua jakarta niat moga langsung kerja pindah;positif
sekat ppkm tinggal ketat perbatasa;positif
ppkm asa;netral
tertawa nnti ppkm diblg ppkm muslim gilir ppkm bilangin perintah buat susah;negatif
ppkm level libur nataru perintah provinsi jakarta tunggu instruksi perintah;positif
ppkm level libur nataru perintah provinsi jakarta tunggu instruksi perintah;positif
hallo koridor ppkm operasi jam terimakasih;positif
polsek babelan pimpin padal akp burhan siahaan sh mm laksana ops yustisi ppkm level cegah sebar;positif
pulkam mending weekday nder ramai tiket murah banding;positif
pilar camat banyumanik laksana patroli ppkm level ajak laku usaha warga selal;positif
gantung kawasan mbak gantung;netral
babinsa sosialisaikan ppkm perangkat masyarakat;positif
izin acara bknnya mski ppkm level ppkm nataru lolos acara moga;positif
ppkm siapin masker klik link;positif
nilai ppkm ppkmhanyauntukmuslim;positif
ppkm level libur natal batal sleman larang warga mudik tempotravel;positif
pulkam mending ppkm ambil weekend nder;positif
ppkm darurat lockdown versi negara miskin uang rakyat;negatif
giat sambang himbuan kamtibmas giat patroli ppkm mikro wilayah hukum polsek mijen;positif
bosan luhut benci umat islam tengok nataru ppkm btol bodat rezim nnt;negatif
beli tiket bioskop ppkm;positif
giat sambang himbuan kamtibmas giat patroli ppkm mikro wilayah hukum polsek mijen;positif
beda sekat sisi ppkm level cabut sisi ketat dilakuk;positif
ppkm dibatalin kawan jalan party univlox live tanggal desember januari;netral
ppkm level batal pandang qodari;positif
yaaa enaknyaa desember ppkm;positif
ppkm level batal perintah pasti sekat nataru;positif
ppkm vaksin solusi indonesiasehatindonesiahebat bersatulawancovid negeripulihdenganvaksin;positif
jahat ppkm dijadiin;negatif
beda sekat sisi ppkm level cabut sisi ketat dila;positif
mamang ppkm terajadi ppkmhanyauntukmuslim;positif
giat operasi yustisi himbauan cegah sebar rangka ppkm mikro wilayah hukum polres;positif
tlkm rekomendasi buy time horizon bisnis indihome milik tlkm buku dapat;netral
ppkm cabut atur sesjen jala raportan januari desember libur murid gabut guru gabut;positif
kle tanyaaa ppkm tanggal;netral
banyak libur akibat ppkm;positif
update rekap data implementasi ppkm zonasi kendali tingkat rukun tetangga kalurahan;positif
ppkm muslim;netral
ppkm;netral
ulama tangkap tuduh langgar atur ppkm prokes lain dengar gi;negatif
perintah batal terap ppkm level libur natal kait tren turun kas;positif
perintah kota malang tunggu instruksi mendagri inmendagri perintah pusat membatalk;positif
tuju ppkm khusus nataru ppkm level biasa beda guru beda ilmu;positif
auto ppkm swab by arkari;positif
jakarta ppkm beneran;positif
alhamdulillah daerah gaada ppkm soo smt offline;positif
ppkm protes susahin rakyat apa rumah sakit penuh susah ppkm ppkmhanyauntukmuslim;negatif
epidemiolog ugm bayu satria wiratama sayang batal ppkm level nataru perintah;positif
kamis desember giat ppkm lurah banyumanik serta babinsa pantau giat swab sd banyumanik;positif
perintah batal terap ppkm level indonesia nataru serah;positif
operasi yustisi gabung tni polri rangka ppkm level cegah kendali;positif
pacar ppkm kog batas;netral
inul daratista sewot telanjur kirim curah hati nasib;netral
ppkm batal ganti rllsc rasah lungo lungo sik;positif
banda aceh ppkm level wali kota waspada patuh protkes;positif
arang ppkm ganti judul ppkmhanyauntukmuslim;positif
ppkm yyyy;netral
ppkm gajadi kwwkwk;netral
ppkm dibatalin ambil cuti apa kerja kerja kerja kaya;positif
ppkm batal kga jdinya;positif
ppkm level batal longgar prokes;positif
moga lancar wlaupun ppkm;positif
ppkm batal ganti rllsc rasah lungo lungo sik;positif
ppkmhanyauntukmuslim ppkmhanyauntukmuslim ppkm presiden mundur;positif
sinis fleksibel puji kaku sinis;netral
ppkm nder kek;netral
kabar ppkm level tiada;positif
ppkm nanya ustadz;netral
ppkm level batal moga hibur wisata tutup dasar libur lebaran wisata;positif
ppkm tanggal;netral
mbak drumah ppkm;netral
ppkm sahabat ppkmhanyauntukmuslim ppkmhanyauntukmuslim;positif
ppkm tah;netral
batal ganti nama ppkm lvl ppkm nataru;positif
jarene batal ppkm;positif
ppkm;netral
ppkmhanyauntukmuslim kaum kafir munafik laku ppkm bebas ketat lihat;positif
ppkm level batal kawan;positif
ppkm batal sik kerja bandara pasti;positif
peryataan jabat blepot kesed bilang kkb saudara rangkul peluk lumut bilang ppkm dita;negatif
halo cek harga tiket cgk kno ubah drastis kurun bawah;netral
prtama lihat makan seblak nyuy heran krupuk rebus gitula maka;netral
ppkm level batal prokes laksana;positif
sido ppkm syarat;netral
tanggal iku nang jogja kreta ppkm rek oyi;positif
ppkm jilid jilid;netral
ppkm ribut lockdown serbasalah cerdas;negatif
ppkm nataru iso nyang sby;positif
batal ppkm level indonesia kemenhub juta pergi;positif
perintah pusat batal ppkm level bupati gowa batas;positif
alas perintah batal terap ppkm level jelang nataru;positif
informasi krl layan wilayah status ppkm beda beda;positif
ppkm sasar giat islam;netral
survei menteri hubung potensi gera juta iring batal ppkm level;positif
ppkm level batal kadisdik jabar bagi raport januari;positif
selamat pagi dulur kait batal ppkm level nataru tegak protokol sehat jan;positif
kuyyy raja ampattt kuuyyy mumpung adaaa ppkm;netral
perintah pusat batal ppkm level bupati gowa batas;positif
sahabat kreatif perintah resmi umum terap ppkm level indonesia natal;positif
ppkm level batal juta potensi mobilitas;positif
ppkm batal;netral
hasil survei kemenhub menujukkan animo juta pergi libur natal tahub ppkm leve;positif
